title,genres,keywords,cast,crew,budget,revenue,popularity,vote_average,vote_count,overview,main_genre,profit,roi,tags
Bring It On,['Comedy'],"['cheerleader', 'sport', 'high school', 'teenage girl', 'cheerleading', 'cheering crowd', 'duringcreditsstinger']","['Kirsten Dunst', 'Jesse Bradford', 'Eliza Dushku']",['Peyton Reed'],28000000,90449929,14.754281,5.8,568,"The Toro cheerleading squad from Rancho Carne High School in San Diego has got spirit, spunk, sass and a killer routine that's sure to land them the national championship trophy for the sixth year in a row. But for newly-elected team captain, the Toros' road to total cheer glory takes a shady turn when she discovers that their perfectly-choreographed routines were in fact stolen.",Comedy,62449929,2.230354607142857,Comedy cheerleader sport high school teenage girl cheerleading cheering crowd duringcreditsstinger Kirsten Dunst Jesse Bradford Eliza Dushku Peyton Reed
The Purge: Election Year,"['Action', 'Horror', 'Thriller']","['dystopia', 'sequel', 'legalized murder']","['Elizabeth Mitchell', 'Frank Grillo', 'Mykelti Williamson']",['James DeMonaco'],10000000,118587880,53.727146,6.1,1306,"Two years after choosing not to kill the man who killed his son, former police sergeant Leo Barnes has become head of security for Senator Charlene Roan, the front runner in the next Presidential election due to her vow to eliminate the Purge. On the night of what should be the final Purge, a betrayal from within the government forces Barnes and Roan out onto the street where they must fight to survive the night.",Action,108587880,10.858788,Action Horror Thriller dystopia sequel legalized murder Elizabeth Mitchell Frank Grillo Mykelti Williamson James DeMonaco
She's All That,"['Comedy', 'Romance']","['tv star', 'jeep', 'volleyball', 'misfit', 'teen angst', 'house party', 'teen movie', 'teenager', 'avant-garde', 'popularity', 'little people', 'high school student', 'young love', 'prom queen', 'pygmalion', 'clown makeup', 'performance art', 'beatboxing', 'self expression', 'tripping', 'pool cleaner']","['Freddie Prinze Jr.', 'Rachael Leigh Cook', 'Matthew Lillard']",['Robert Iscove'],10000000,103166989,8.9876,5.7,418,"High school hotshot Zach Siler is the envy of his peers. But his popularity declines sharply when his cheerleader girlfriend, Taylor, leaves him for sleazy reality-television star Brock Hudson. Desperate to revive his fading reputation, Siler agrees to a seemingly impossible challenge. He has six weeks to gain the trust of nerdy outcast Laney Boggs -- and help her to become the school's next prom queen.",Comedy,93166989,9.3166989,Comedy Romance tv star jeep volleyball misfit teen angst house party teen movie teenager avant-garde popularity little people high school student young love prom queen pygmalion clown makeup performance art beatboxing self expression tripping pool cleaner Freddie Prinze Jr. Rachael Leigh Cook Matthew Lillard Robert Iscove
Saw IV,"['Horror', 'Thriller', 'Crime']","['ice', 'victim', 'pain', 'games', 'psychopath', 'blood', 'electric chair', 'doctor', 'torture', 'violence', 'police officer', 'fbi agent', 'female corpse']","['Tobin Bell', 'Scott Patterson', 'Costas Mandylor']",['Darren Lynn Bousman'],10000000,139352633,29.244768,5.9,903,"Jigsaw and his apprentice Amanda are dead. Now, upon the news of Detective Kerry's murder, two seasoned FBI profilers, Agent Strahm and Agent Perez, arrive in the terrified community to assist the veteran Detective Hoffman in sifting through Jigsaw's latest grisly remains and piecing together the puzzle. However, when SWAT Commander Rigg is abducted and thrust into a game, the last officer untouched by Jigsaw has but ninety minutes to overcome a series of demented traps and save an old friend...or face the deadly consequences.",Horror,129352633,12.9352633,Horror Thriller Crime ice victim pain games psychopath blood electric chair doctor torture violence police officer fbi agent female corpse Tobin Bell Scott Patterson Costas Mandylor Darren Lynn Bousman
White Noise,"['Drama', 'Horror', 'Thriller']","['wheelchair', 'time', 'voice', 'inspector', 'supernatural', 'loss', 'remote control', 'lifting person in air', 'paranormal phenomena', 'death', 'waterfront', 'audio cassette', 'logbook', 'electronic voice phenomena', 'near miss', 'bedridden']","['Michael Keaton', 'Chandra West', 'Deborah Kara Unger']",['Geoffrey Sax'],10000000,91196419,14.447723,5.6,261,"An architect's desire to speak with his wife from beyond the grave using EVP (Electronic Voice Phenomenon), becomes an obsession with supernatural repercussions.",Drama,81196419,8.1196419,Drama Horror Thriller wheelchair time voice inspector supernatural loss remote control lifting person in air paranormal phenomena death waterfront audio cassette logbook electronic voice phenomena near miss bedridden Michael Keaton Chandra West Deborah Kara Unger Geoffrey Sax
Madea's Family Reunion,"['Drama', 'Comedy', 'Romance']","['spanking', 'based on play']","['Tyler Perry', 'Blair Underwood', 'Lynn Whitfield']",['Tyler Perry'],6000000,57231524,5.882208,6.0,77,"Based upon Tyler Perry's acclaimed stage production, Madea's Family Reunion continues the adventures of Southern matriarch Madea. She has just been court ordered to be in charge of Nikki, a rebellious runaway, her nieces, Lisa and Vanessa, are suffering relationship trouble, and through it all, she has to organize her family reunion.",Drama,51231524,8.538587333333334,Drama Comedy Romance spanking based on play Tyler Perry Blair Underwood Lynn Whitfield Tyler Perry
The Color of Money,['Drama'],"['bar', 'billard', 'talent', 'hustler', 'sport']","['Paul Newman', 'Tom Cruise', 'Mary Elizabeth Mastrantonio']",['Martin Scorsese'],13800000,52293982,17.3393,6.7,291,"Former pool hustler ""Fast Eddie"" Felson decides he wants to return to the game by taking a pupil. He meets talented but green Vincent Lauria and proposes a partnership. As they tour pool halls, Eddie teaches Vincent the tricks of scamming, but he eventually grows frustrated with Vincent's showboat antics, leading to an argument and a falling-out. Eddie takes up playing again and soon crosses paths with Vincent as an opponent.",Drama,38493982,2.7894189855072464,Drama bar billard talent hustler sport Paul Newman Tom Cruise Mary Elizabeth Mastrantonio Martin Scorsese
The Longest Day,"['Action', 'Drama', 'History', 'War']","['world war ii', 'normandy', 'allied', 'widerstand', 'steel helmet', 'soldier']","['Eddie Albert', 'Paul Anka', 'Arletty']",['Bernhard Wicki'],10000000,50100000,19.524972,7.2,234,"The retelling of June 6, 1944, from the perspectives of the Germans, US, British, Canadians, and the Free French. Marshall Erwin Rommel, touring the defenses being established as part of the Reich's Atlantic Wall, notes to his officers that when the Allied invasion comes they must be stopped on the beach. ""For the Allies as well as the Germans, it will be the longest day""",Action,40100000,4.01,Action Drama History War world war ii normandy allied widerstand steel helmet soldier Eddie Albert Paul Anka Arletty Bernhard Wicki
The Mighty Ducks,"['Comedy', 'Family']","['sports team', 'sport', 'ice hockey', 'hockey game', 'winning', 'feel-good ending', 'the big game']","['Emilio Estevez', 'Joss Ackland', 'Lane Smith']",['Stephen Herek'],10000000,50752337,8.932837,6.4,198,"After reckless young lawyer Gordon Bombay gets arrested for drunk driving, he must coach a kids hockey team for his community service. Gordon has experience on the ice, but isn't eager to return to hockey, a point hit home by his tense dealings with his own former coach, Jack Reilly. The reluctant Gordon eventually grows to appreciate his team, which includes promising young Charlie Conway, and leads them to take on Reilly's tough players.",Comedy,40752337,4.0752337,Comedy Family sports team sport ice hockey hockey game winning feel-good ending the big game Emilio Estevez Joss Ackland Lane Smith Stephen Herek
The Grudge,"['Horror', 'Mystery', 'Thriller']","['male nudity', 'nurse', 'japanese', 'house', 'remake', 'curse', 'old woman', 'catatonia', 'ghost child', 'remake of japanese film']","['Sarah Michelle Gellar', 'Jason Behr', 'Clea DuVall']",['Takashi Shimizu'],10000000,183474602,35.695442,5.8,865,"American nurse, Karen Davis moves to Tokyo and encounters a vengeful supernatural spirit known as The Grudge that often possesses its victims. When a series of horrifying and mysterious deaths occur – with the spirit passing its curse onto each victim - Karen must find away to break the spell before she becomes the spirit's next victim.",Horror,173474602,17.3474602,Horror Mystery Thriller male nudity nurse japanese house remake curse old woman catatonia ghost child remake of japanese film Sarah Michelle Gellar Jason Behr Clea DuVall Takashi Shimizu
Happy Gilmore,['Comedy'],"['loss of mother', 'loss of father', 'golf', 'sport', 'taxes']","['Adam Sandler', 'Ben Stiller', 'Christopher McDonald']",['Dennis Dugan'],12000000,41205099,26.598884,6.5,755,"Failed hockey player-turned-golf whiz Happy Gilmore -- whose unconventional approach and antics on the grass courts the ire of rival Shooter McGavin -- is determined to win a PGA tournament so he can save his granny's house with the prize money. Meanwhile, an attractive tour publicist tries to soften Happy's image.",Comedy,29205099,2.43375825,Comedy loss of mother loss of father golf sport taxes Adam Sandler Ben Stiller Christopher McDonald Dennis Dugan
Jeepers Creepers,"['Horror', 'Thriller']","['mass murder', 'song', 'brother', 'sister', 'aftercreditsstinger']","['Gina Philips', 'Justin Long', 'Jonathan Breck']",['Victor Salva'],10000000,59217789,23.316208,6.1,720,"A college-age brother and sister get more than they bargained for on their road trip home from spring break. When the bickering siblings witness a creepy truck driver tossing body bags into a sewer near an abandoned church, they investigate. Bad move! Opening a Pandora's Box of unspeakable evil, the pair must flee for their lives -- with a monstrous ""shape"" in hot pursuit.",Horror,49217789,4.9217789,Horror Thriller mass murder song brother sister aftercreditsstinger Gina Philips Justin Long Jonathan Breck Victor Salva
Bill & Ted's Excellent Adventure,"['Adventure', 'Comedy', 'Science Fiction']","['jealousy', 'journey in the past', 'sigmund freud', 'time travel', 'heavy metal', 'socrates', 'billy the kid', 'school presentation', 'rhinoceros', 'phone booth', 'world peace', 'past', 'history', 'metal', 'best friend', 'napoleon bonaparte']","['Keanu Reeves', 'Alex Winter', 'George Carlin']",['Stephen Herek'],10000000,40485039,25.929893,6.7,454,"In the small town of San Dimas, a few miles away from Los Angeles, there are two nearly brain dead teenage boys going by the names of Bill S, Preston ESQ. and Ted Theodore Logan, they have a dream together of starting their own rock and roll band called the ""Wyld Stallyns"". Unfortunately, they are still in high school and on the verge of failing out of their school as well, and if they do not pass their upcoming history report, they will be separated as a result of Ted's father sending him to military school. But, what Bill and Ted do not know is that they must stay together to save the future. So, a man from the future named Rufus came to help them pass their report. So, both Bill and Ted decided to gather up historical figures which they need for their report. They are hoping that this will help them pass their report so they can stay together.",Adventure,30485039,3.0485039,Adventure Comedy Science Fiction jealousy journey in the past sigmund freud time travel heavy metal socrates billy the kid school presentation rhinoceros phone booth world peace past history metal best friend napoleon bonaparte Keanu Reeves Alex Winter George Carlin Stephen Herek
Oliver!,"['Drama', 'Family', 'Music']","['pickpocket', 'musical', 'victorian england', 'orphan']","['Ron Moody', 'Shani Wallis', 'Oliver Reed']",['Carol Reed'],10000000,37402877,8.305998,7.0,103,"Musical adaptation of Charles Dickens' Oliver Twist, a classic tale of an orphan who runs away from the workhouse and joins up with a group of boys headed by the Artful Dodger and trained to be pickpockets by master thief Fagin.",Drama,27402877,2.7402877,Drama Family Music pickpocket musical victorian england orphan Ron Moody Shani Wallis Oliver Reed Carol Reed
The Best Exotic Marigold Hotel,"['Drama', 'Comedy']","['hotel', 'based on novel', 'india', 'ensemble cast', 'elderly', 'jaipur india', 'personal growth', 'outsourcing']","['Bill Nighy', 'Maggie Smith', 'Tom Wilkinson']",['John Madden'],10000000,136836156,21.258991,6.9,459,"British retirees travel to India to take up residence in what they believe is a newly restored hotel. Less luxurious than its advertisements, the Marigold Hotel nevertheless slowly begins to charm in unexpected ways as the residents find new purpose in their old age.",Drama,126836156,12.6836156,Drama Comedy hotel based on novel india ensemble cast elderly jaipur india personal growth outsourcing Bill Nighy Maggie Smith Tom Wilkinson John Madden
Recess: School's Out,"['Science Fiction', 'Animation', 'Comedy', 'Family']","['holiday', 'elementary school', 'friends', 'based on tv series', 'summer', 'classmates', 'recess']","[""Rickey D'Shon Collins"", 'Jason Davis', 'Ashley Johnson']",['Chuck Sheetz'],10000000,44460850,5.699058,6.6,67,"Recess: School's Out is a 2001 animated film based on the Disney television series Recess. This film was produced by Walt Disney Pictures and was released theatrically nationwide on February 16, 2001.It's the most exciting time of year at Third Street Elementary-- the end of the School Year! But boredom quickly sets in for protagonist TJ Detweiler, as his friends are headed for Summer Camp. One day, while passing by the school on his bike, he notices a green glow coming from the school's auditorium. This is the work of the insidious ex-principal of Third Street, Phillium Benedict and his gang of ninjas and secret service look-alikes! Benedict is planning to get rid of Summer Vacation using his newly-acquired Tractor Beam, which he stole from the US Military Base in an effort to raise US Test Scores, and it's up to the Recess Gang to stop him! In the end.",Science Fiction,34460850,3.446085,Science Fiction Animation Comedy Family holiday elementary school friends based on tv series summer classmates recess Rickey D'Shon Collins Jason Davis Ashley Johnson Chuck Sheetz
Mad Max Beyond Thunderdome,"['Action', 'Adventure', 'Science Fiction']","['arena', 'sandstorm', 'dystopia', 'oasis', 'sequel', 'post nuclear', 'ozploitation']","['Mel Gibson', 'Tina Turner', 'Bruce Spence']",['George Miller'],12305523,36230219,36.582038,5.9,748,"Mad Max becomes a pawn in a decadent oasis of a technological society, and when exiled, becomes the deliverer of a colony of children.",Action,23924696,1.9442242316722336,Action Adventure Science Fiction arena sandstorm dystopia oasis sequel post nuclear ozploitation Mel Gibson Tina Turner Bruce Spence George Miller
Commando,"['Action', 'Adventure', 'Thriller']","['kidnapping', 'lone wolf', 'daughter', 'father', 'rescue mission']","['Arnold Schwarzenegger', 'Rae Dawn Chong', 'Dan Hedaya']",['Mark L. Lester'],10000000,57500000,34.224204,6.4,742,"John Matrix, the former leader of a special commando strike force that always got the toughest jobs done, is forced back into action when his young daughter is kidnapped. To find her, Matrix has to fight his way through an array of punks, killers, one of his former commandos, and a fully equipped private army. With the help of a feisty stewardess and an old friend, Matrix has only a few hours to overcome his greatest challenge: finding his daughter before she's killed.",Action,47500000,4.75,Action Adventure Thriller kidnapping lone wolf daughter father rescue mission Arnold Schwarzenegger Rae Dawn Chong Dan Hedaya Mark L. Lester
The Boy,"['Horror', 'Mystery', 'Thriller']","['suicide', 'england', 'fire', 'country house', 'shower', 'nanny', 'mask', 'boy', 'murder', 'mansion', 'violence', 'doll', 'burn victim', 'secret passageway', 'broken mirror', 'loss of a child']","['Lauren Cohan', 'Rupert Evans', 'James Russell']",['William Brent Bell'],10000000,64188367,38.179483,5.8,1102,"A nanny, working for a family whose son has just passed away, finds herself put in charge of caring for a lifelike doll that the couple treat as a real child.",Horror,54188367,5.4188367,Horror Mystery Thriller suicide england fire country house shower nanny mask boy murder mansion violence doll burn victim secret passageway broken mirror loss of a child Lauren Cohan Rupert Evans James Russell William Brent Bell
Devil,"['Horror', 'Mystery', 'Thriller']","['claustrophobia', 'trapped in an elevator']","['Chris Messina', 'Jacob Vargas', 'Bojana Novaković']",['John Erick Dowdle'],10000000,33583175,30.934688,5.8,816,A group of people trapped in a elevator realizes that the devil is among them.,Horror,23583175,2.3583175,Horror Mystery Thriller claustrophobia trapped in an elevator Chris Messina Jacob Vargas Bojana Novaković John Erick Dowdle
Friday After Next,['Comedy'],"['guard', 'shopping mall', 'thief', 'drug']","['Ice Cube', 'Mike Epps', 'John Witherspoon']",['Marcus Raboy'],20000000,33526835,7.499639,6.0,100,Craig and Day Day have finally moved out of their parents houses and into their own crib. The cousins work nights at a local mall as security guards. When their house is robbed on Christmas Eve they team up to track him down.,Comedy,13526835,0.67634175,Comedy guard shopping mall thief drug Ice Cube Mike Epps John Witherspoon Marcus Raboy
Insidious: Chapter 3,"['Drama', 'Horror', 'Thriller']",['sequel'],"['Dermot Mulroney', 'Stefanie Scott', 'Lin Shaye']",['Leigh Whannell'],10000000,104303851,45.946524,6.2,983,"A twisted new tale of terror begins for a teenage girl and her family, predating the haunting of the Lambert family in the earlier movies and revealing more mysteries of the otherworldly realm The Further.",Drama,94303851,9.4303851,Drama Horror Thriller sequel Dermot Mulroney Stefanie Scott Lin Shaye Leigh Whannell
The Last Dragon,"['Action', 'Adventure', 'Comedy']","['martial arts', 'pizzeria', 'limousine', 'music']","['Taimak', 'Julius Carry', 'Vanity']",['Michael Schultz'],10000000,25754284,4.928777,6.4,69,"A young man searches for the ""master"" to obtain the final level of martial arts mastery known as the glow. Along the way he must fight an evil martial arts expert and rescue a beautiful singer from an obsessed music promoter.",Action,15754284,1.5754284,Action Adventure Comedy martial arts pizzeria limousine music Taimak Julius Carry Vanity Michael Schultz
The Lawnmower Man,"['Horror', 'Thriller', 'Science Fiction']","['dream', 'chimp', 'manipulation', 'botanist', 'virtual reality', 'lemonade', 'intelligent']","['Jeff Fahey', 'Pierce Brosnan', 'Jenny Wright']",['Brett Leonard'],10000000,32101000,10.125029,5.4,197,A simple man is turned into a genius through the application of computer science.,Horror,22101000,2.2101,Horror Thriller Science Fiction dream chimp manipulation botanist virtual reality lemonade intelligent Jeff Fahey Pierce Brosnan Jenny Wright Brett Leonard
Nick and Norah's Infinite Playlist,"['Comedy', 'Music', 'Romance']","['concert', 'teenager', 'one night', 'based on young adult novel', 'secret location']","['Michael Cera', 'Kat Dennings', 'Aaron Yoo']",['Peter Sollett'],9000000,32973937,20.452449,6.4,379,"Nick cannot stop obsessing over his ex-girlfriend, Tris, until Tris' friend Norah suddenly shows interest in him at a club. Thus beings an odd night filled with ups and downs as the two keep running into Tris and her new boyfriend while searching for Norah's drunken friend, Caroline, with help from Nick's band mates. As the night winds down, the two have to figure out what they want from each other.",Comedy,23973937,2.6637707777777777,Comedy Music Romance concert teenager one night based on young adult novel secret location Michael Cera Kat Dennings Aaron Yoo Peter Sollett
Dogma,"['Fantasy', 'Comedy', 'Adventure']","['angel', 'wisconsin', 'church service', 'church', 'aftercreditsstinger', 'duringcreditsstinger']","['Ben Affleck', 'Matt Damon', 'Linda Fiorentino']",['Kevin Smith'],10000000,30652890,14.543435,6.8,823,"The latest battle in the eternal war between Good and Evil has come to New Jersey in the late, late 20th Century. Angels, demons, apostles and prophets (of a sort) walk among the cynics and innocents of America and duke it out for the fate of humankind.",Fantasy,20652890,2.065289,Fantasy Comedy Adventure angel wisconsin church service church aftercreditsstinger duringcreditsstinger Ben Affleck Matt Damon Linda Fiorentino Kevin Smith
Twilight Zone: The Movie,"['Drama', 'Fantasy', 'Horror', 'Science Fiction', 'Thriller']","['nazis', 'anthology', 'remake', 'twilight zone']","['Albert Brooks', 'Vic Morrow', 'John Larroquette']",['Steven Spielberg'],10000000,29450919,12.902975,6.2,161,"Four directors collaborated to remake four episodes of the popular television series 'The Twilight Zone' for this movie. The episodes are updated slightly and in color (the television show was in black-and-white), but very true to the originals, where eerie and disturbing situations gradually spin out of control. ""A Quality of Mercy"", ""Kick the Can"", ""It's a Good Life"", and ""Nightmare at 20,000 Feet"".",Drama,19450919,1.9450919,Drama Fantasy Horror Science Fiction Thriller nazis anthology remake twilight zone Albert Brooks Vic Morrow John Larroquette Steven Spielberg
Road House,"['Action', 'Thriller']","['new love', 'protection money', 'nightclub', 'rausschmeißer', 'revenge', 'hoodlum', 'brawl']","['Patrick Swayze', 'Kelly Lynch', 'Sam Elliott']",['Rowdy Herrington'],15000000,30050028,6.216203,6.3,252,"The Double Deuce is the meanest, loudest and rowdiest bar south of the Mason-Dixon Line, and Dalton (Patrick Swayze) has been hired to clean it up. He might not look like much, but the Ph.D.-educated bouncer proves he's more than capable -- busting the heads of troublemakers and turning the roadhouse into a jumping hot-spot. But Dalton's romance with the gorgeous Dr. Clay (Kelly Lynch) puts him on the bad side of cutthroat local big shot Brad Wesley (Ben Gazzara).",Action,15050028,1.0033352,Action Thriller new love protection money nightclub rausschmeißer revenge hoodlum brawl Patrick Swayze Kelly Lynch Sam Elliott Rowdy Herrington
A Low Down Dirty Shame,"['Action', 'Comedy', 'Crime']","['fbi', 'drug crime', 'violence', 'drug', 'private detective', 'blast']","['Keenen Ivory Wayans', 'Charles S. Dutton', 'Jada Pinkett Smith']",['Keenen Ivory Wayans'],10000000,29392418,3.290639,6.0,31,"A black detective becomes embroiled in a web of danger while searching for a fortune in missing drug money. During the course of his investigation, he encounters various old connections, ultimately confronting the criminal responsible for Shame's expulsion from the force. He must also deal with two women, Angela, a beautiful old flame, and Peaches, his energetic but annoying sidekick.",Action,19392418,1.9392418,Action Comedy Crime fbi drug crime violence drug private detective blast Keenen Ivory Wayans Charles S. Dutton Jada Pinkett Smith Keenen Ivory Wayans
Swimfan,"['Drama', 'Thriller']","['competition', 'coma', 'infidelity', 'obsession', 'bathing', 'high school', 'femme fatale', 'athlete', 'hospital', 'swimmer', 'swimming', 'troubled teen']","['Jesse Bradford', 'Erika Christensen', 'Shiri Appleby']",['John Polson'],8500000,34411240,4.844451,5.0,70,"Ben Cronin has it all: the admiration of his many friends, a terrific girlfriend, and he's on the fast-track to an athletic scholarship. Ben's rock-solid, promising future and romance are turned upside-down with the arrival of Madison Bell. Madison, the new girl in town, quickly sets her sights on the impressionable Ben. While their first few meetings are innocent enough, the obsessive and seductive Madison wants more ... much more.",Drama,25911240,3.0483811764705884,Drama Thriller competition coma infidelity obsession bathing high school femme fatale athlete hospital swimmer swimming troubled teen Jesse Bradford Erika Christensen Shiri Appleby John Polson
Employee of the Month,"['Comedy', 'Romance']","['salesclerk', 'midlife crisis', 'prenzlauer berg', 'vulgar', 'slacker', 'business consultant']","['Dane Cook', 'Jessica Simpson', 'Dax Shepard']",['Greg Coolidge'],12000000,38368909,9.559737,5.3,153,"When he hears that the new female employee digs ambitious men who are the store employee of the month, a slacker gets his act together but finds himself in competition with his rival, an ambitious co-worker.",Comedy,26368909,2.1974090833333335,Comedy Romance salesclerk midlife crisis prenzlauer berg vulgar slacker business consultant Dane Cook Jessica Simpson Dax Shepard Greg Coolidge
Can't Hardly Wait,"['Comedy', 'Drama', 'Romance']","['alcohol', 'regret', 'homophobia', 'radio', 'cheerleader', 'love letter', 'college', 'graduation', 'groupie', 'costume', 'nerd', 'high school', 'party', 'friends', 'dating', 'break-up', 'rock band', 'pop music', 'american football player', 'infatuation', 'washed up star', 'unlikely friendship', 'social outcast', 'woman director', 'jocks', 'having fun', 'revenge plot']","['Jennifer Love Hewitt', 'Ethan Embry', 'Charlie Korsmo']",['Deborah Kaplan'],10000000,25605015,11.350382,6.1,122,"It's graduation day at Huntington Hills High, and you know what that means - time to party. And not just any party, either. This one will be a night to remember, as the nerds become studs, the jocks are humiliated, and freshman crushes blossom into grown-up romance.",Comedy,15605015,1.5605015,Comedy Drama Romance alcohol regret homophobia radio cheerleader love letter college graduation groupie costume nerd high school party friends dating break-up rock band pop music american football player infatuation washed up star unlikely friendship social outcast woman director jocks having fun revenge plot Jennifer Love Hewitt Ethan Embry Charlie Korsmo Deborah Kaplan
The Outsiders,"['Crime', 'Drama']","['street gang', ""children's home"", 'coming of age', 'gang', 'juvenile delinquent', 'based on young adult novel']","['Matt Dillon', 'Ralph Macchio', 'C. Thomas Howell']",['Francis Ford Coppola'],10000000,33697647,13.455373,6.9,291,"When two poor greasers, Johnny, and Ponyboy are assaulted by a vicious gang, the socs, and Johnny kills one of the attackers, tension begins to mount between the two rival gangs, setting off a turbulent chain of events.",Crime,23697647,2.3697647,Crime Drama street gang children's home coming of age gang juvenile delinquent based on young adult novel Matt Dillon Ralph Macchio C. Thomas Howell Francis Ford Coppola
Pete's Dragon,"['Adventure', 'Family', 'Fantasy']","['feral child', 'remake', 'dragon', 'orphan', '1980s', 'live action and animation']","['Bryce Dallas Howard', 'Oakes Fegley', 'Wes Bentley']",['David Lowery'],65000000,143695338,31.974359,6.2,679,"Pete is a mysterious 10-year-old with no family and no home who claims to live in the woods with a giant, green dragon named Elliott. With the help of Natalie, an 11-year-old girl whose father Jack owns the local lumber mill, forest ranger Grace sets out to determine where Pete came from, where he belongs, and the truth about this dragon.",Adventure,78695338,1.2106975076923077,Adventure Family Fantasy feral child remake dragon orphan 1980s live action and animation Bryce Dallas Howard Oakes Fegley Wes Bentley David Lowery
The Dead Zone,"['Horror', 'Science Fiction', 'Thriller']","['coma', 'sheriff', 'based on novel', 'sacrifice', 'suspense', 'psychopathic killer', 'premonition', 'independent film', 'vision', 'doctor', 'car accident', 'series of murders', 'psychic', 'dark hero', 'gothic', 'madness', 'flashback']","['Christopher Walken', 'Brooke Adams', 'Tom Skerritt']",['David Cronenberg'],10000000,20766616,16.78512,6.9,311,"Johnny Smith is a schoolteacher with his whole life ahead of him but, after leaving his fiancee's home one night, is involved in a car crash which leaves him in a coma for 5 years. When he wakes, he discovers he has an ability to see into the past, present and future life of anyone with whom he comes into physical contact.",Horror,10766616,1.0766616,Horror Science Fiction Thriller coma sheriff based on novel sacrifice suspense psychopathic killer premonition independent film vision doctor car accident series of murders psychic dark hero gothic madness flashback Christopher Walken Brooke Adams Tom Skerritt David Cronenberg
Sinister 2,['Horror'],"['haunted house', 'sequel', 'twins']","['Shannyn Sossamon', 'James Ransone', 'Robert Daniel Sloan']",['Ciaran Foy'],10000000,52882018,26.090495,5.4,581,A young mother and her twin sons move into a rural house that's marked for death.,Horror,42882018,4.2882018,Horror haunted house sequel twins Shannyn Sossamon James Ransone Robert Daniel Sloan Ciaran Foy
Sparkle,"['Drama', 'Music']","['soong sisters', 'duringcreditsstinger']","['Whitney Houston', 'Cee Lo Green', 'Derek Luke']",['Salim Akil'],14000000,24637469,2.698185,5.8,36,"Musical prodigy, Sparkle (Jordin Sparks) struggles to become a star while overcoming issues that are tearing her family apart. From an affluent Detroit area and daughter to a single mother (Whitney Houston), she tries to balance a new romance with music manager Stix (Derek Luke) while dealing with the unexpected challenges her new life will bring as she and her two sisters (Carmen Ejogo and Tika Sumpter) strive to become a dynamic singing group during the Motown-era.",Drama,10637469,0.7598192142857143,Drama Music soong sisters duringcreditsstinger Whitney Houston Cee Lo Green Derek Luke Salim Akil
The Fourth Kind,"['Mystery', 'Science Fiction', 'Thriller']","['brother sister relationship', 'wheelchair', 'hypnosis', 'investigation', 'cover-up', 'ufo', 'alaska', 'disappearance', 'hospital', 'alien abduction', 'patient', 'psychotherapy', 'fake documentary', 'based on supposedly true story', 'nome alaska', 'faked footage', 'audio cassette', 'ancient astronaut', 'anchorage alaska', 'police fake', 'duringcreditsstinger']","['Milla Jovovich', 'Will Patton', 'Hakeem Kae-Kazim']",['Olatunde Osunsanmi'],10000000,42333295,22.888173,5.8,441,"Since the 1960s, a disproportionate number of the population in and around Nome, Alaska, have gone missing. Despite FBI investigations, the disappearances remain a mystery. Dr. Abigail Tyler, a psychologist, may be on the verge of blowing the unsolved cases wide open when, during the course of treating her patients, she finds evidence of alien abductions.",Mystery,32333295,3.2333295,Mystery Science Fiction Thriller brother sister relationship wheelchair hypnosis investigation cover-up ufo alaska disappearance hospital alien abduction patient psychotherapy fake documentary based on supposedly true story nome alaska faked footage audio cassette ancient astronaut anchorage alaska police fake duringcreditsstinger Milla Jovovich Will Patton Hakeem Kae-Kazim Olatunde Osunsanmi
Rushmore,"['Comedy', 'Drama']","['private school', 'lone wolf', 'theatre play', 'theatre group', 'theatre director', 'independent film']","['Jason Schwartzman', 'Olivia Williams', 'Bill Murray']",['Wes Anderson'],9000000,17096053,18.289303,7.5,676,"When a beautiful first-grade teacher arrives at a prep school, she soon attracts the attention of an ambitious teenager named Max, who quickly falls in love with her. Max turns to the father of two of his schoolmates for advice on how to woo the teacher. However, the situation soon gets complicated when Max's new friend becomes involved with her, setting the two pals against one another in a war for her attention.",Comedy,8096053,0.8995614444444444,Comedy Drama private school lone wolf theatre play theatre group theatre director independent film Jason Schwartzman Olivia Williams Bill Murray Wes Anderson
Skyline,['Science Fiction'],"['missile', 'light', 'transformation', 'low-budget', 'alien', 'fireplace', 'los angeles', 'cell phone', 'rooftop', 'duringcreditsstinger']","['Eric Balfour', 'Scottie Thompson', 'David Zayas']",['Colin Strause'],10000000,66821036,26.268209,4.7,507,"When strange lights descend on the city of Los Angeles, people are drawn outside like moths to a flame where an extraterrestrial force threatens to swallow the entire human population off the face of the Earth. Now the band of survivors must fight for their lives as the world unravels around them.",Science Fiction,56821036,5.6821036,Science Fiction missile light transformation low-budget alien fireplace los angeles cell phone rooftop duringcreditsstinger Eric Balfour Scottie Thompson David Zayas Colin Strause
The Second Best Exotic Marigold Hotel,"['Drama', 'Comedy']","['india', 'retirement home']","['Dev Patel', 'Judi Dench', 'Richard Gere']",['John Madden'],10000000,85978266,17.592299,6.3,272,As the Best Exotic Marigold Hotel has only a single remaining vacancy - posing a rooming predicament for two fresh arrivals - Sonny pursues his expansionist dream of opening a second hotel.,Drama,75978266,7.5978266,Drama Comedy india retirement home Dev Patel Judi Dench Richard Gere John Madden
